,Indicator,Group,Subgroup,Phase,Time Period,Value,Spread
1407,"No Treatment, Despite Individual's Need of Treatment",By State,Louisiana,2,17,9.7,2.9000000000000004
1408,"No Treatment, Despite Individual's Need of Treatment",By State,Maine,2,17,10.3,2.8000000000000003
1409,"No Treatment, Despite Individual's Need of Treatment",By State,Maryland,2,17,9.9,2.2500000000000004
1410,"No Treatment, Despite Individual's Need of Treatment",By State,Massachusetts,2,17,10.8,1.9000000000000004
1411,"No Treatment, Despite Individual's Need of Treatment",By State,Michigan,2,17,12.8,2.8500000000000005
1412,"No Treatment, Despite Individual's Need of Treatment",By State,Minnesota,2,17,8.1,1.6000000000000005
1413,"No Treatment, Despite Individual's Need of Treatment",By State,Mississippi,2,17,13.1,3.250000000000001
1414,"No Treatment, Despite Individual's Need of Treatment",By State,Missouri,2,17,12.8,2.4000000000000004
1415,"No Treatment, Despite Individual's Need of Treatment",By State,Montana,2,17,10.3,2.5999999999999996
1416,"No Treatment, Despite Individual's Need of Treatment",By State,Nebraska,2,17,9.3,1.9500000000000002
1417,"No Treatment, Despite Individual's Need of Treatment",By State,Nevada,2,17,12.9,3.3
1418,"No Treatment, Despite Individual's Need of Treatment",By State,New Hampshire,2,17,7.8,2.1999999999999997
1419,"No Treatment, Despite Individual's Need of Treatment",By State,New Jersey,2,17,9.0,2.25
1420,"No Treatment, Despite Individual's Need of Treatment",By State,New Mexico,2,17,11.8,3.3
1421,"No Treatment, Despite Individual's Need of Treatment",By State,New York,2,17,9.3,1.9500000000000002
1422,"No Treatment, Despite Individual's Need of Treatment",By State,North Carolina,2,17,11.0,3.65
1423,"No Treatment, Despite Individual's Need of Treatment",By State,North Dakota,2,17,5.7,2.55
1424,"No Treatment, Despite Individual's Need of Treatment",By State,Ohio,2,17,11.9,3.3
1425,"No Treatment, Despite Individual's Need of Treatment",By State,Oklahoma,2,17,12.1,2.3499999999999996
1426,"No Treatment, Despite Individual's Need of Treatment",By State,Oregon,2,17,12.8,2.45
1427,"No Treatment, Despite Individual's Need of Treatment",By State,Pennsylvania,2,17,9.3,2.9499999999999997
1428,"No Treatment, Despite Individual's Need of Treatment",By State,Rhode Island,2,17,12.2,3.9000000000000004
1429,"No Treatment, Despite Individual's Need of Treatment",By State,South Carolina,2,17,8.8,3.0
1430,"No Treatment, Despite Individual's Need of Treatment",By State,South Dakota,2,17,4.9,1.9499999999999997
1431,"No Treatment, Despite Individual's Need of Treatment",By State,Tennessee,2,17,9.9,1.9500000000000002
1432,"No Treatment, Despite Individual's Need of Treatment",By State,Texas,2,17,9.9,1.9000000000000004
1433,"No Treatment, Despite Individual's Need of Treatment",By State,Utah,2,17,10.3,1.5
1434,"No Treatment, Despite Individual's Need of Treatment",By State,Vermont,2,17,9.7,2.8000000000000003
1435,"No Treatment, Despite Individual's Need of Treatment",By State,Virginia,2,17,10.0,2.1500000000000004
1436,"No Treatment, Despite Individual's Need of Treatment",By State,Washington,2,17,11.0,1.7999999999999998
1437,"No Treatment, Despite Individual's Need of Treatment",By State,West Virginia,2,17,8.1,2.9000000000000004
1438,"No Treatment, Despite Individual's Need of Treatment",By State,Wisconsin,2,17,10.6,2.1000000000000005
1439,"No Treatment, Despite Individual's Need of Treatment",By State,Wyoming,2,17,9.1,2.5500000000000003
1440,Took Prescription Medication,National Estimate,United States,3 (Oct 28 � Dec 21),18,20.8,0.6500000000000004
1441,Took Prescription Medication,By Age,18 - 29 years,3 (Oct 28 � Dec 21),18,21.0,2.5999999999999996
1442,Took Prescription Medication,By Age,30 - 39 years,3 (Oct 28 � Dec 21),18,22.3,1.549999999999999
1443,Took Prescription Medication,By Age,40 - 49 years,3 (Oct 28 � Dec 21),18,20.3,1.049999999999999
1444,Took Prescription Medication,By Age,50 - 59 years,3 (Oct 28 � Dec 21),18,21.4,1.25
1445,Took Prescription Medication,By Age,60 - 69 years,3 (Oct 28 � Dec 21),18,21.5,1.5500000000000007
1446,Took Prescription Medication,By Age,70 - 79 years,3 (Oct 28 � Dec 21),18,18.4,1.8499999999999996
1447,Took Prescription Medication,By Age,80 years and above,3 (Oct 28 � Dec 21),18,13.6,4.15
1448,Took Prescription Medication,By Sex,Male,3 (Oct 28 � Dec 21),18,15.2,0.9499999999999993
1449,Took Prescription Medication,By Sex,Female,3 (Oct 28 � Dec 21),18,25.9,1.0
1450,Took Prescription Medication,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Oct 28 � Dec 21),18,11.8,0.7000000000000002
1451,Took Prescription Medication,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Oct 28 � Dec 21),18,33.7,1.4000000000000021
1452,Took Prescription Medication,By Race/Hispanic ethnicity,Hispanic or Latino,3 (Oct 28 � Dec 21),18,16.9,2.25
1453,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3 (Oct 28 � Dec 21),18,23.4,0.7999999999999989
1454,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3 (Oct 28 � Dec 21),18,14.2,1.8999999999999995
1455,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3 (Oct 28 � Dec 21),18,9.7,2.1999999999999997
1456,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3 (Oct 28 � Dec 21),18,24.2,3.4000000000000004
1457,Took Prescription Medication,By Education,Less than a high school diploma,3 (Oct 28 � Dec 21),18,15.8,3.3000000000000007
1458,Took Prescription Medication,By Education,High school diploma or GED,3 (Oct 28 � Dec 21),18,20.1,1.799999999999999
1459,Took Prescription Medication,By Education,Some college/Associate's degree,3 (Oct 28 � Dec 21),18,23.2,1.0999999999999996
1460,Took Prescription Medication,By Education,Bachelor's degree or higher,3 (Oct 28 � Dec 21),18,20.3,0.6500000000000004
1461,Took Prescription Medication,By State,Alabama,3 (Oct 28 � Dec 21),18,25.2,4.899999999999999
1462,Took Prescription Medication,By State,Alaska,3 (Oct 28 � Dec 21),18,18.3,3.1500000000000004
1463,Took Prescription Medication,By State,Arizona,3 (Oct 28 � Dec 21),18,19.6,3.8000000000000007
1464,Took Prescription Medication,By State,Arkansas,3 (Oct 28 � Dec 21),18,23.6,4.15
1465,Took Prescription Medication,By State,California,3 (Oct 28 � Dec 21),18,18.3,3.3000000000000007
1466,Took Prescription Medication,By State,Colorado,3 (Oct 28 � Dec 21),18,22.6,3.3000000000000007
1467,Took Prescription Medication,By State,Connecticut,3 (Oct 28 � Dec 21),18,23.8,5.100000000000001
1468,Took Prescription Medication,By State,Delaware,3 (Oct 28 � Dec 21),18,22.7,5.5
1469,Took Prescription Medication,By State,District of Columbia,3 (Oct 28 � Dec 21),18,19.7,6.85
1470,Took Prescription Medication,By State,Florida,3 (Oct 28 � Dec 21),18,19.6,3.1999999999999993
1471,Took Prescription Medication,By State,Georgia,3 (Oct 28 � Dec 21),18,20.6,4.0
1472,Took Prescription Medication,By State,Hawaii,3 (Oct 28 � Dec 21),18,14.2,4.35
1473,Took Prescription Medication,By State,Idaho,3 (Oct 28 � Dec 21),18,21.4,3.6500000000000004
1474,Took Prescription Medication,By State,Illinois,3 (Oct 28 � Dec 21),18,21.9,4.25
1475,Took Prescription Medication,By State,Indiana,3 (Oct 28 � Dec 21),18,23.9,4.050000000000001
1476,Took Prescription Medication,By State,Iowa,3 (Oct 28 � Dec 21),18,25.6,4.149999999999999
1477,Took Prescription Medication,By State,Kansas,3 (Oct 28 � Dec 21),18,23.7,3.6500000000000004
1478,Took Prescription Medication,By State,Kentucky,3 (Oct 28 � Dec 21),18,25.0,5.4
1479,Took Prescription Medication,By State,Louisiana,3 (Oct 28 � Dec 21),18,25.3,5.35
1480,Took Prescription Medication,By State,Maine,3 (Oct 28 � Dec 21),18,21.7,5.15
1481,Took Prescription Medication,By State,Maryland,3 (Oct 28 � Dec 21),18,20.0,3.200000000000001
1482,Took Prescription Medication,By State,Massachusetts,3 (Oct 28 � Dec 21),18,22.1,4.0
1483,Took Prescription Medication,By State,Michigan,3 (Oct 28 � Dec 21),18,22.7,5.0
1484,Took Prescription Medication,By State,Minnesota,3 (Oct 28 � Dec 21),18,21.5,2.6500000000000004
1485,Took Prescription Medication,By State,Mississippi,3 (Oct 28 � Dec 21),18,20.1,7.25
1486,Took Prescription Medication,By State,Missouri,3 (Oct 28 � Dec 21),18,21.0,3.0
1487,Took Prescription Medication,By State,Montana,3 (Oct 28 � Dec 21),18,18.8,4.85
1488,Took Prescription Medication,By State,Nebraska,3 (Oct 28 � Dec 21),18,23.8,5.4
1489,Took Prescription Medication,By State,Nevada,3 (Oct 28 � Dec 21),18,19.9,4.35
1490,Took Prescription Medication,By State,New Hampshire,3 (Oct 28 � Dec 21),18,20.9,4.0
1491,Took Prescription Medication,By State,New Jersey,3 (Oct 28 � Dec 21),18,17.5,4.050000000000001
1492,Took Prescription Medication,By State,New Mexico,3 (Oct 28 � Dec 21),18,24.9,6.1
1493,Took Prescription Medication,By State,New York,3 (Oct 28 � Dec 21),18,13.7,2.8499999999999996
1494,Took Prescription Medication,By State,North Carolina,3 (Oct 28 � Dec 21),18,20.4,4.049999999999999
1495,Took Prescription Medication,By State,North Dakota,3 (Oct 28 � Dec 21),18,21.3,3.9499999999999993
1496,Took Prescription Medication,By State,Ohio,3 (Oct 28 � Dec 21),18,22.5,4.550000000000001
1497,Took Prescription Medication,By State,Oklahoma,3 (Oct 28 � Dec 21),18,23.9,5.049999999999999
1498,Took Prescription Medication,By State,Oregon,3 (Oct 28 � Dec 21),18,22.2,3.0
1499,Took Prescription Medication,By State,Pennsylvania,3 (Oct 28 � Dec 21),18,26.4,3.4499999999999993
1500,Took Prescription Medication,By State,Rhode Island,3 (Oct 28 � Dec 21),18,24.2,4.35
1501,Took Prescription Medication,By State,South Carolina,3 (Oct 28 � Dec 21),18,23.3,5.75
1502,Took Prescription Medication,By State,South Dakota,3 (Oct 28 � Dec 21),18,19.1,4.4
1503,Took Prescription Medication,By State,Tennessee,3 (Oct 28 � Dec 21),18,21.6,3.4000000000000004
1504,Took Prescription Medication,By State,Texas,3 (Oct 28 � Dec 21),18,19.6,3.25
1505,Took Prescription Medication,By State,Utah,3 (Oct 28 � Dec 21),18,24.9,2.6999999999999993
1506,Took Prescription Medication,By State,Vermont,3 (Oct 28 � Dec 21),18,27.4,6.199999999999999
1507,Took Prescription Medication,By State,Virginia,3 (Oct 28 � Dec 21),18,22.2,4.15
1508,Took Prescription Medication,By State,Washington,3 (Oct 28 � Dec 21),18,20.8,3.299999999999999
1509,Took Prescription Medication,By State,West Virginia,3 (Oct 28 � Dec 21),18,27.6,6.399999999999999
1510,Took Prescription Medication,By State,Wisconsin,3 (Oct 28 � Dec 21),18,19.5,4.25
1511,Took Prescription Medication,By State,Wyoming,3 (Oct 28 � Dec 21),18,19.4,4.2
1512,Received Counseling or Therapy,National Estimate,United States,3 (Oct 28 � Dec 21),18,9.8,0.39999999999999947
1513,Received Counseling or Therapy,By Age,18 - 29 years,3 (Oct 28 � Dec 21),18,14.8,1.9000000000000004
1514,Received Counseling or Therapy,By Age,30 - 39 years,3 (Oct 28 � Dec 21),18,14.4,1.3000000000000007
1515,Received Counseling or Therapy,By Age,40 - 49 years,3 (Oct 28 � Dec 21),18,10.1,0.75
1516,Received Counseling or Therapy,By Age,50 - 59 years,3 (Oct 28 � Dec 21),18,9.2,1.2999999999999998
1517,Received Counseling or Therapy,By Age,60 - 69 years,3 (Oct 28 � Dec 21),18,6.3,0.8999999999999999
1518,Received Counseling or Therapy,By Age,70 - 79 years,3 (Oct 28 � Dec 21),18,3.2,0.6499999999999999
1519,Received Counseling or Therapy,By Age,80 years and above,3 (Oct 28 � Dec 21),18,2.9,1.5
1520,Received Counseling or Therapy,By Sex,Male,3 (Oct 28 � Dec 21),18,7.6,0.7000000000000002
1521,Received Counseling or Therapy,By Sex,Female,3 (Oct 28 � Dec 21),18,11.8,0.7000000000000002
1522,Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Oct 28 � Dec 21),18,5.0,0.4500000000000002
1523,Received Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Oct 28 � Dec 21),18,16.6,0.9000000000000004
1524,Received Counseling or Therapy,By Race/Hispanic ethnicity,Hispanic or Latino,3 (Oct 28 � Dec 21),18,9.5,1.4500000000000002
1525,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3 (Oct 28 � Dec 21),18,10.0,0.5999999999999996
1526,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3 (Oct 28 � Dec 21),18,9.7,1.75
1527,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3 (Oct 28 � Dec 21),18,6.0,1.8499999999999996
1528,Received Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3 (Oct 28 � Dec 21),18,12.6,2.8
1529,Received Counseling or Therapy,By Education,Less than a high school diploma,3 (Oct 28 � Dec 21),18,7.8,2.75
1530,Received Counseling or Therapy,By Education,High school diploma or GED,3 (Oct 28 � Dec 21),18,6.5,0.9500000000000002
1531,Received Counseling or Therapy,By Education,Some college/Associate's degree,3 (Oct 28 � Dec 21),18,11.0,0.8000000000000007
1532,Received Counseling or Therapy,By Education,Bachelor's degree or higher,3 (Oct 28 � Dec 21),18,12.0,0.5
1533,Received Counseling or Therapy,By State,Alabama,3 (Oct 28 � Dec 21),18,9.2,4.85
1534,Received Counseling or Therapy,By State,Alaska,3 (Oct 28 � Dec 21),18,13.0,3.750000000000001
1535,Received Counseling or Therapy,By State,Arizona,3 (Oct 28 � Dec 21),18,9.4,3.2
1536,Received Counseling or Therapy,By State,Arkansas,3 (Oct 28 � Dec 21),18,8.2,3.05
1537,Received Counseling or Therapy,By State,California,3 (Oct 28 � Dec 21),18,10.2,2.1000000000000005
1538,Received Counseling or Therapy,By State,Colorado,3 (Oct 28 � Dec 21),18,12.4,2.3000000000000007
1539,Received Counseling or Therapy,By State,Connecticut,3 (Oct 28 � Dec 21),18,13.3,3.3499999999999996
1540,Received Counseling or Therapy,By State,Delaware,3 (Oct 28 � Dec 21),18,11.2,4.1000000000000005
1541,Received Counseling or Therapy,By State,District of Columbia,3 (Oct 28 � Dec 21),18,20.3,5.8999999999999995
1542,Received Counseling or Therapy,By State,Florida,3 (Oct 28 � Dec 21),18,7.2,2.15
1543,Received Counseling or Therapy,By State,Georgia,3 (Oct 28 � Dec 21),18,8.5,2.6000000000000005
1544,Received Counseling or Therapy,By State,Hawaii,3 (Oct 28 � Dec 21),18,9.4,3.45
1545,Received Counseling or Therapy,By State,Idaho,3 (Oct 28 � Dec 21),18,8.5,2.8
1546,Received Counseling or Therapy,By State,Illinois,3 (Oct 28 � Dec 21),18,9.5,2.25
1547,Received Counseling or Therapy,By State,Indiana,3 (Oct 28 � Dec 21),18,8.1,2.5
1548,Received Counseling or Therapy,By State,Iowa,3 (Oct 28 � Dec 21),18,11.1,3.7500000000000004
1549,Received Counseling or Therapy,By State,Kansas,3 (Oct 28 � Dec 21),18,8.9,2.8
1550,Received Counseling or Therapy,By State,Kentucky,3 (Oct 28 � Dec 21),18,7.8,2.85
1551,Received Counseling or Therapy,By State,Louisiana,3 (Oct 28 � Dec 21),18,8.9,2.9
1552,Received Counseling or Therapy,By State,Maine,3 (Oct 28 � Dec 21),18,9.6,3.15
1553,Received Counseling or Therapy,By State,Maryland,3 (Oct 28 � Dec 21),18,12.3,3.05
1554,Received Counseling or Therapy,By State,Massachusetts,3 (Oct 28 � Dec 21),18,16.0,3.3500000000000005
1555,Received Counseling or Therapy,By State,Michigan,3 (Oct 28 � Dec 21),18,7.9,1.85
1556,Received Counseling or Therapy,By State,Minnesota,3 (Oct 28 � Dec 21),18,10.1,2.0
1557,Received Counseling or Therapy,By State,Mississippi,3 (Oct 28 � Dec 21),18,6.7,3.75
1558,Received Counseling or Therapy,By State,Missouri,3 (Oct 28 � Dec 21),18,5.6,2.0
1559,Received Counseling or Therapy,By State,Montana,3 (Oct 28 � Dec 21),18,8.6,3.4
1560,Received Counseling or Therapy,By State,Nebraska,3 (Oct 28 � Dec 21),18,9.1,2.75
1561,Received Counseling or Therapy,By State,Nevada,3 (Oct 28 � Dec 21),18,9.0,3.0500000000000003
1562,Received Counseling or Therapy,By State,New Hampshire,3 (Oct 28 � Dec 21),18,10.8,3.4
1563,Received Counseling or Therapy,By State,New Jersey,3 (Oct 28 � Dec 21),18,10.3,3.35
1564,Received Counseling or Therapy,By State,New Mexico,3 (Oct 28 � Dec 21),18,13.1,4.25
1565,Received Counseling or Therapy,By State,New York,3 (Oct 28 � Dec 21),18,9.7,2.25
1566,Received Counseling or Therapy,By State,North Carolina,3 (Oct 28 � Dec 21),18,10.4,2.9499999999999997
1567,Received Counseling or Therapy,By State,North Dakota,3 (Oct 28 � Dec 21),18,5.8,2.75
1568,Received Counseling or Therapy,By State,Ohio,3 (Oct 28 � Dec 21),18,9.7,2.9000000000000004
1569,Received Counseling or Therapy,By State,Oklahoma,3 (Oct 28 � Dec 21),18,8.9,3.9000000000000004
1570,Received Counseling or Therapy,By State,Oregon,3 (Oct 28 � Dec 21),18,11.1,2.7
1571,Received Counseling or Therapy,By State,Pennsylvania,3 (Oct 28 � Dec 21),18,10.4,3.1000000000000005
1572,Received Counseling or Therapy,By State,Rhode Island,3 (Oct 28 � Dec 21),18,12.4,3.1500000000000004
1573,Received Counseling or Therapy,By State,South Carolina,3 (Oct 28 � Dec 21),18,9.2,3.0999999999999996
1574,Received Counseling or Therapy,By State,South Dakota,3 (Oct 28 � Dec 21),18,7.8,2.85
1575,Received Counseling or Therapy,By State,Tennessee,3 (Oct 28 � Dec 21),18,9.2,2.65
1576,Received Counseling or Therapy,By State,Texas,3 (Oct 28 � Dec 21),18,9.8,2.2499999999999996
1577,Received Counseling or Therapy,By State,Utah,3 (Oct 28 � Dec 21),18,11.9,2.7
1578,Received Counseling or Therapy,By State,Vermont,3 (Oct 28 � Dec 21),18,13.5,5.550000000000001
1579,Received Counseling or Therapy,By State,Virginia,3 (Oct 28 � Dec 21),18,11.7,3.25
1580,Received Counseling or Therapy,By State,Washington,3 (Oct 28 � Dec 21),18,10.6,2.1500000000000004
1581,Received Counseling or Therapy,By State,West Virginia,3 (Oct 28 � Dec 21),18,12.3,5.9
1582,Received Counseling or Therapy,By State,Wisconsin,3 (Oct 28 � Dec 21),18,9.9,4.1
1583,Received Counseling or Therapy,By State,Wyoming,3 (Oct 28 � Dec 21),18,10.1,3.4000000000000004
1584,Prescription Medication And/Or Counseling or Therapy,National Estimate,United States,3 (Oct 28 � Dec 21),18,24.3,0.6999999999999993
1585,Prescription Medication And/Or Counseling or Therapy,By Age,18 - 29 years,3 (Oct 28 � Dec 21),18,26.8,2.75
1586,Prescription Medication And/Or Counseling or Therapy,By Age,30 - 39 years,3 (Oct 28 � Dec 21),18,27.5,1.6500000000000004
1587,Prescription Medication And/Or Counseling or Therapy,By Age,40 - 49 years,3 (Oct 28 � Dec 21),18,23.9,1.0999999999999996
1588,Prescription Medication And/Or Counseling or Therapy,By Age,50 - 59 years,3 (Oct 28 � Dec 21),18,24.5,1.4499999999999993
1589,Prescription Medication And/Or Counseling or Therapy,By Age,60 - 69 years,3 (Oct 28 � Dec 21),18,23.2,1.6499999999999986
1590,Prescription Medication And/Or Counseling or Therapy,By Age,70 - 79 years,3 (Oct 28 � Dec 21),18,19.5,1.8499999999999996
1591,Prescription Medication And/Or Counseling or Therapy,By Age,80 years and above,3 (Oct 28 � Dec 21),18,15.2,4.300000000000001
1592,Prescription Medication And/Or Counseling or Therapy,By Sex,Male,3 (Oct 28 � Dec 21),18,17.9,1.0
1593,Prescription Medication And/Or Counseling or Therapy,By Sex,Female,3 (Oct 28 � Dec 21),18,30.1,0.9499999999999993
1594,Prescription Medication And/Or Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Oct 28 � Dec 21),18,14.1,0.7999999999999998
1595,Prescription Medication And/Or Counseling or Therapy,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Oct 28 � Dec 21),18,38.8,1.3500000000000014
1596,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,Hispanic or Latino,3 (Oct 28 � Dec 21),18,21.0,2.1500000000000004
1597,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3 (Oct 28 � Dec 21),18,26.6,0.9000000000000004
1598,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3 (Oct 28 � Dec 21),18,18.0,2.0999999999999996
1599,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3 (Oct 28 � Dec 21),18,12.5,2.4000000000000004
1600,Prescription Medication And/Or Counseling or Therapy,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3 (Oct 28 � Dec 21),18,29.0,3.799999999999999
1601,Prescription Medication And/Or Counseling or Therapy,By Education,Less than a high school diploma,3 (Oct 28 � Dec 21),18,18.3,3.6500000000000004
1602,Prescription Medication And/Or Counseling or Therapy,By Education,High school diploma or GED,3 (Oct 28 � Dec 21),18,21.7,1.8500000000000014
1603,Prescription Medication And/Or Counseling or Therapy,By Education,Some college/Associate's degree,3 (Oct 28 � Dec 21),18,26.7,1.0999999999999996
1604,Prescription Medication And/Or Counseling or Therapy,By Education,Bachelor's degree or higher,3 (Oct 28 � Dec 21),18,25.5,0.6999999999999993
1605,Prescription Medication And/Or Counseling or Therapy,By State,Alabama,3 (Oct 28 � Dec 21),18,29.1,6.1
1606,Prescription Medication And/Or Counseling or Therapy,By State,Alaska,3 (Oct 28 � Dec 21),18,24.1,4.449999999999999
1607,Prescription Medication And/Or Counseling or Therapy,By State,Arizona,3 (Oct 28 � Dec 21),18,21.9,3.8499999999999996
1608,Prescription Medication And/Or Counseling or Therapy,By State,Arkansas,3 (Oct 28 � Dec 21),18,26.0,4.699999999999999
1609,Prescription Medication And/Or Counseling or Therapy,By State,California,3 (Oct 28 � Dec 21),18,23.3,3.3499999999999996
1610,Prescription Medication And/Or Counseling or Therapy,By State,Colorado,3 (Oct 28 � Dec 21),18,27.0,3.200000000000001
1611,Prescription Medication And/Or Counseling or Therapy,By State,Connecticut,3 (Oct 28 � Dec 21),18,28.6,5.15
1612,Prescription Medication And/Or Counseling or Therapy,By State,Delaware,3 (Oct 28 � Dec 21),18,26.0,5.800000000000001
1613,Prescription Medication And/Or Counseling or Therapy,By State,District of Columbia,3 (Oct 28 � Dec 21),18,28.2,7.150000000000002
1614,Prescription Medication And/Or Counseling or Therapy,By State,Florida,3 (Oct 28 � Dec 21),18,21.2,3.3000000000000007
1615,Prescription Medication And/Or Counseling or Therapy,By State,Georgia,3 (Oct 28 � Dec 21),18,23.6,4.25
1616,Prescription Medication And/Or Counseling or Therapy,By State,Hawaii,3 (Oct 28 � Dec 21),18,17.7,4.799999999999999
1617,Prescription Medication And/Or Counseling or Therapy,By State,Idaho,3 (Oct 28 � Dec 21),18,24.1,3.8500000000000014
1618,Prescription Medication And/Or Counseling or Therapy,By State,Illinois,3 (Oct 28 � Dec 21),18,25.8,4.300000000000001
1619,Prescription Medication And/Or Counseling or Therapy,By State,Indiana,3 (Oct 28 � Dec 21),18,26.0,4.65
1620,Prescription Medication And/Or Counseling or Therapy,By State,Iowa,3 (Oct 28 � Dec 21),18,28.2,4.199999999999999
1621,Prescription Medication And/Or Counseling or Therapy,By State,Kansas,3 (Oct 28 � Dec 21),18,26.3,4.100000000000001
1622,Prescription Medication And/Or Counseling or Therapy,By State,Kentucky,3 (Oct 28 � Dec 21),18,27.2,5.5
1623,Prescription Medication And/Or Counseling or Therapy,By State,Louisiana,3 (Oct 28 � Dec 21),18,27.0,5.450000000000001
1624,Prescription Medication And/Or Counseling or Therapy,By State,Maine,3 (Oct 28 � Dec 21),18,25.2,5.550000000000001
1625,Prescription Medication And/Or Counseling or Therapy,By State,Maryland,3 (Oct 28 � Dec 21),18,24.4,3.3499999999999996
1626,Prescription Medication And/Or Counseling or Therapy,By State,Massachusetts,3 (Oct 28 � Dec 21),18,27.6,4.199999999999999
1627,Prescription Medication And/Or Counseling or Therapy,By State,Michigan,3 (Oct 28 � Dec 21),18,25.9,5.049999999999999
1628,Prescription Medication And/Or Counseling or Therapy,By State,Minnesota,3 (Oct 28 � Dec 21),18,24.7,3.0999999999999996
1629,Prescription Medication And/Or Counseling or Therapy,By State,Mississippi,3 (Oct 28 � Dec 21),18,22.0,7.2
1630,Prescription Medication And/Or Counseling or Therapy,By State,Missouri,3 (Oct 28 � Dec 21),18,22.6,3.0999999999999996
1631,Prescription Medication And/Or Counseling or Therapy,By State,Montana,3 (Oct 28 � Dec 21),18,22.5,5.0
1632,Prescription Medication And/Or Counseling or Therapy,By State,Nebraska,3 (Oct 28 � Dec 21),18,26.5,5.1
1633,Prescription Medication And/Or Counseling or Therapy,By State,Nevada,3 (Oct 28 � Dec 21),18,23.2,4.200000000000001
1634,Prescription Medication And/Or Counseling or Therapy,By State,New Hampshire,3 (Oct 28 � Dec 21),18,24.5,4.699999999999999
1635,Prescription Medication And/Or Counseling or Therapy,By State,New Jersey,3 (Oct 28 � Dec 21),18,22.7,4.699999999999999
1636,Prescription Medication And/Or Counseling or Therapy,By State,New Mexico,3 (Oct 28 � Dec 21),18,28.4,6.149999999999999
1637,Prescription Medication And/Or Counseling or Therapy,By State,New York,3 (Oct 28 � Dec 21),18,17.6,2.75
1638,Prescription Medication And/Or Counseling or Therapy,By State,North Carolina,3 (Oct 28 � Dec 21),18,23.7,4.0
1639,Prescription Medication And/Or Counseling or Therapy,By State,North Dakota,3 (Oct 28 � Dec 21),18,22.6,4.25
1640,Prescription Medication And/Or Counseling or Therapy,By State,Ohio,3 (Oct 28 � Dec 21),18,26.1,4.85
1641,Prescription Medication And/Or Counseling or Therapy,By State,Oklahoma,3 (Oct 28 � Dec 21),18,26.5,5.450000000000001
1642,Prescription Medication And/Or Counseling or Therapy,By State,Oregon,3 (Oct 28 � Dec 21),18,26.7,3.549999999999999
1643,Prescription Medication And/Or Counseling or Therapy,By State,Pennsylvania,3 (Oct 28 � Dec 21),18,29.5,3.4000000000000004
1644,Prescription Medication And/Or Counseling or Therapy,By State,Rhode Island,3 (Oct 28 � Dec 21),18,27.0,4.450000000000001
1645,Prescription Medication And/Or Counseling or Therapy,By State,South Carolina,3 (Oct 28 � Dec 21),18,24.4,5.9
1646,Prescription Medication And/Or Counseling or Therapy,By State,South Dakota,3 (Oct 28 � Dec 21),18,21.4,4.049999999999999
1647,Prescription Medication And/Or Counseling or Therapy,By State,Tennessee,3 (Oct 28 � Dec 21),18,24.0,3.3499999999999996
1648,Prescription Medication And/Or Counseling or Therapy,By State,Texas,3 (Oct 28 � Dec 21),18,22.4,3.3499999999999996
1649,Prescription Medication And/Or Counseling or Therapy,By State,Utah,3 (Oct 28 � Dec 21),18,29.4,3.1500000000000004
1650,Prescription Medication And/Or Counseling or Therapy,By State,Vermont,3 (Oct 28 � Dec 21),18,33.2,6.849999999999998
1651,Prescription Medication And/Or Counseling or Therapy,By State,Virginia,3 (Oct 28 � Dec 21),18,26.2,4.5
1652,Prescription Medication And/Or Counseling or Therapy,By State,Washington,3 (Oct 28 � Dec 21),18,24.7,3.5999999999999996
